Majority protein IDs,Gene names,Intensity 1_10_0_1,Intensity 2_10_0_2,Intensity 3_10_0_3,Intensity 4_10_001_1,Intensity 5_10_001_2,Intensity 6_10_001_3,Intensity 7_10_01_1,Intensity 8_10_01_2,Intensity 9_10_01_3,Intensity 10_10_1_1,Intensity 11_10_1_2,Intensity 12_10_1_3,Intensity 13_10_10_1,Intensity 14_10_10_2,Intensity 15_10_10_3,Intensity 16_10_100_1,Intensity 17_10_100_2,Intensity 18_10_100_3,Intensity 19_10_1000_1,Intensity 20_10_1000_2,Intensity 21_10_1000_3,Intensity 22_24_0_1,Intensity 23_24_0_2,Intensity 24_24_0_3,Intensity 25_24_001_1,Intensity 26_24_001_2,Intensity 27_24_001_3,Intensity 28_24_01_1,Intensity 29_24_01_2,Intensity 30_24_01_3,Intensity 31_24_1_1,Intensity 32_24_1_2,Intensity 33_24_1_3,Intensity 34_24_10_1,Intensity 35_24_10_2,Intensity 36_24_10_3,Intensity 37_24_100_1,Intensity 38_24_100_2,Intensity 39_24_100_3,Intensity 40_24_1000_1,Intensity 41_24_1000_2,Intensity 42_24_1000_3
Q96CD0,FBXL8,66090000,41049000,50841000,46961000,34396000,31532000,51787000,49078000,32943000,26497000,21893000,16208000,31763000,26634000,60787000,24623000,30561000,79537000,37901000,70157000,41758000,32866000,53525000,38451000,32445000,69969000,65908000,36157000,71929000,30001000,10495000,40992000,28035000,13976000,23155000,46811000,15453000,22100000,25782000,14354000,7395800,9363700
Q96CD2,PPCDC,184640000,171870000,148280000,119230000,139990000,144720000,148220000,82071000,152490000,119740000,129730000,136410000,122610000,96557000,120970000,121980000,114620000,149630000,98361000,58804000,117000000,151730000,136680000,157390000,150970000,117220000,142680000,168750000,101630000,130530000,118770000,190890000,159580000,146660000,193370000,123310000,46370000,152080000,120300000,109450000,131140000,125870000
Q96CF2,CHMP4C,15390000,0,41161000,21436000,38667000,56158000,51298000,65786000,50451000,27781000,31151000,34188000,21828000,24623000,48511000,26294000,47694000,5621000,39568000,0,92542000,52459000,37827000,28255000,61212000,0,24632000,38910000,61107000,8460500,13365000,30020000,27846000,21914000,33139000,46688000,64560000,63770000,33072000,28342000,110660000,28109000
Q96CG8,CTHRC1,145720000,112910000,162390000,106880000,68306000,80007000,73353000,73270000,83989000,80150000,117380000,114970000,68694000,86898000,86137000,45522000,72560000,154510000,66719000,66440000,106350000,157720000,167440000,148860000,157630000,102980000,110900000,155060000,162960000,120700000,121250000,188130000,130250000,106580000,185450000,181900000,112090000,122620000,183500000,142590000,257710000,246500000
Q96CM3,RPUSD4,325590000,240220000,295590000,268650000,243920000,247590000,259880000,232170000,279990000,295730000,250700000,269190000,331630000,181490000,151220000,114550000,287910000,162450000,126390000,243780000,225330000,475190000,195770000,178610000,197100000,320530000,192610000,186070000,176760000,201340000,167960000,149050000,100850000,188840000,153150000,297370000,364140000,380590000,190650000,142330000,168490000,211300000
Q96CM8,ACSF2,8509500000,6729400000,6155800000,5668100000,5081100000,4477400000,4289100000,4866400000,4507800000,5067800000,4487800000,4306300000,4968600000,4528100000,4954300000,4175700000,5027100000,8157300000,6637200000,5041400000,7225800000,7795100000,8519300000,8074500000,6634800000,6345900000,6932300000,7626700000,7203300000,6346000000,6405400000,8719500000,6401600000,5033600000,8486700000,8905800000,7339700000,7442500000,6719800000,8474600000,8022400000,8524700000
Q96CN4,EVI5L,6261400,0,5213400,0,8639200,4267100,5827400,6988200,4533700,0,3151400,6660300,6102200,0,10555000,3808700,3022700,9051100,7617400,1189500,9542100,0,8743700,0,6123700,4709900,6021100,0,6639600,11409000,6556200,14093000,0,0,15283000,10343000,8217200,5279300,12016000,0,17655000,21047000
Q96CN5,LRRC45,4019200000,4022900000,1852300000,2047900000,1819200000,1715200000,1439000000,1341000000,1757200000,1613200000,1744100000,445970000,2098100000,30972000,17163000,0,1265700000,2893700000,3386700000,13461000,4404700000,2769300000,2542000000,2295000000,2075800000,2419600000,2574300000,2653800000,2148400000,2316800000,2875800000,2891900000,3050700000,3466100000,1917900000,1927700000,2723300000,3233200000,3386900000,3643000000,3559800000,3277700000
Q96CN7,ISOC1,1713200000,1435200000,1304400000,944610000,741750000,917660000,485990000,860570000,855670000,819600000,888990000,1069700000,771700000,893500000,715100000,777750000,781620000,1301800000,1462800000,1319000000,1353500000,987930000,1460300000,1268600000,1422600000,1955100000,1325800000,1528300000,1636700000,1577300000,1268500000,1875300000,1706300000,1432200000,1502600000,1528600000,1598200000,1497500000,2073700000,1697300000,1295000000,1595900000
Q96CN9,GCC1,247290000,247900000,363200000,204630000,228860000,353430000,178560000,287600000,170560000,254810000,159880000,187310000,639750000,126790000,164640000,159900000,161280000,428210000,1002500000,98840000,271630000,1469600000,481320000,209280000,282020000,272990000,231070000,1673200000,336570000,209160000,210520000,352460000,287480000,191270000,1670800000,328290000,210980000,314470000,234330000,2643900000,135330000,314970000
Q96CP2,FLYWCH2,158140000,114690000,155410000,153170000,159120000,163870000,135750000,120980000,121200000,94189000,105220000,99775000,83068000,105010000,120000000,93712000,105960000,123320000,17487000,2158400,161750000,205010000,38350000,146470000,129580000,37149000,28651000,131170000,31889000,21496000,23114000,28996000,38655000,11736000,223000000,31375000,55392000,195300000,25868000,147600000,187820000,61733000
Q96CP6,GRAMD1A,9069500,122630000,105250000,117930000,123430000,143020000,137770000,130780000,166600000,83282000,70494000,154190000,95142000,87586000,133330000,143480000,133990000,254120000,201190000,268830000,184170000,152920000,177250000,142310000,137160000,187600000,217420000,162980000,65605000,133680000,166780000,117540000,133120000,19211000,29144000,149210000,0,16285000,13952000,49889000,158380000,29522000
Q96CS2,HAUS1,510880000,566680000,385900000,462260000,252250000,266410000,283570000,183690000,267660000,343490000,96346000,218040000,203150000,202880000,253650000,213960000,215090000,394460000,178930000,120330000,290520000,354060000,597820000,318890000,124150000,71980000,121900000,109960000,206340000,91743000,114200000,163140000,50861000,111620000,183620000,158970000,14687000,79575000,64982000,26079000,236810000,188680000
Q96CS3,FAF2,1708600000,1716800000,1361200000,1426800000,1298500000,1238900000,1102100000,1097900000,1161900000,1174000000,1268400000,1049400000,1010400000,1211500000,1090600000,961840000,1111700000,1659900000,1454900000,1316000000,1848800000,1897600000,1739200000,1836700000,1632800000,1592300000,1791300000,1542900000,1882400000,1585300000,1469500000,1973400000,1839900000,1124800000,1967900000,2192200000,1768400000,1759000000,1673200000,1787800000,2036700000,1726200000
Q96CS7,PLEKHB2,81479000,65148000,56233000,34045000,63277000,46391000,54642000,52900000,54234000,40883000,32979000,41342000,33007000,38810000,25609000,33119000,33412000,87799000,57507000,54878000,67678000,202140000,174040000,184680000,176820000,155640000,147700000,158730000,145650000,146040000,117190000,216200000,178610000,136110000,173870000,140550000,170150000,146360000,131120000,64171000,111550000,81427000
Q96CT7,CCDC124,1304900000,651710000,521060000,719280000,508820000,645920000,524090000,605330000,403190000,613470000,421910000,449000000,413540000,431060000,518300000,578900000,563700000,1402700000,1121700000,1546000000,931040000,1760700000,1432500000,1408500000,1202400000,1430500000,1309700000,1302200000,1545800000,1136000000,1032600000,1386800000,1627600000,639320000,1263600000,1142200000,1252200000,1114500000,1183600000,1264500000,874000000,1025400000
Q96CU9,FOXRED1,887980000,591080000,715440000,718780000,615750000,588760000,426480000,667400000,568580000,443410000,465180000,536600000,406130000,357410000,426550000,370090000,519640000,774690000,610950000,492710000,1063900000,750380000,561810000,734790000,768190000,439320000,286420000,857190000,486870000,309630000,452690000,646150000,761220000,280000000,705210000,710060000,804850000,965290000,975400000,842650000,855920000,922490000
Q96CV9,OPTN,167290000,77578000,75741000,85012000,46368000,55509000,89234000,79299000,50468000,97917000,96849000,70833000,85588000,76495000,64790000,57662000,49007000,365780000,72890000,68232000,602320000,658330000,825740000,278890000,360420000,371100000,210570000,316390000,269050000,202200000,176450000,383070000,295150000,88724000,555570000,345910000,182310000,181540000,324210000,245210000,636250000,298220000
Q96CW1,AP2M1,1652400000,1398000000,1335100000,1537600000,1169900000,1142900000,1104300000,1358700000,1243500000,1179500000,1007200000,1148800000,1157100000,1017700000,884270000,984270000,958780000,1359000000,1344000000,812720000,1638900000,1585200000,1903400000,2084600000,1434500000,1469000000,1655800000,1607700000,1119900000,1141800000,1060800000,1818800000,1196100000,1047800000,1746800000,1887100000,1066200000,1323700000,1369400000,1395800000,1215600000,1242000000
Q96CW5,TUBGCP3,618150000,419680000,406230000,420030000,386600000,423190000,376410000,448720000,369670000,283590000,263880000,330660000,287890000,288190000,322530000,343940000,334490000,681940000,759470000,315810000,544090000,605510000,713590000,466210000,514870000,479760000,422910000,424180000,433640000,407550000,378520000,595520000,477450000,297100000,547150000,606140000,594850000,613990000,588710000,687970000,382640000,684900000
Q96CW6,SLC7A6OS,172430000,73980000,72760000,122020000,38064000,35438000,36192000,68739000,40923000,57099000,53991000,30521000,39277000,60065000,37685000,53037000,39370000,160290000,134160000,24861000,60278000,85847000,47370000,64808000,138470000,114320000,105760000,120530000,168350000,128780000,31697000,110630000,109470000,130360000,173070000,84013000,256110000,186000000,111690000,70799000,94873000,68151000
Q96D46,NMD3,689800000,752940000,732850000,758150000,848300000,875280000,759940000,665030000,759370000,639710000,526060000,542940000,483310000,420340000,453870000,492580000,576870000,1044600000,988130000,474910000,750510000,798920000,762520000,758800000,794000000,610740000,834150000,815050000,1097900000,1122400000,840960000,814020000,1248800000,772010000,1066800000,1108800000,1247200000,1457100000,1974900000,1670800000,1430600000,1447600000
Q96D53,ADCK4,225740000,214610000,142570000,134470000,146460000,151510000,119890000,146010000,107290000,119930000,117020000,148820000,94736000,93314000,94280000,89081000,115630000,182270000,136120000,54875000,158180000,202370000,222020000,228240000,217690000,207740000,169430000,140200000,207540000,162140000,155270000,306110000,287980000,135890000,245150000,214110000,222980000,224460000,238080000,201640000,156400000,199250000
Q96D70,R3HDM4,60615000,44666000,57542000,75635000,61621000,54748000,66638000,35186000,26793000,59182000,70181000,76176000,29147000,25483000,34443000,84661000,62041000,49481000,61753000,48792000,69175000,134140000,182520000,76417000,78858000,105130000,90657000,68088000,114220000,65039000,68201000,94534000,100560000,77279000,94990000,163620000,99130000,88766000,115770000,115950000,118310000,110720000
Q96D71,REPS1,466820000,402980000,391500000,406260000,335540000,325290000,335340000,331110000,342420000,283920000,285630000,286310000,349110000,236490000,323860000,331340000,277690000,398100000,353600000,277130000,404820000,288560000,278990000,343360000,291450000,297170000,231620000,358540000,341630000,222990000,253180000,330500000,420750000,198650000,301840000,342770000,401730000,387270000,476700000,285850000,430420000,262870000
Q96DA6,DNAJC19,262330000,229310000,295450000,262910000,175280000,205220000,232740000,179250000,151740000,253120000,211210000,260310000,213260000,234980000,223440000,273110000,213860000,478570000,410600000,0,389200000,280870000,412420000,351240000,379870000,238430000,295960000,421640000,282180000,279960000,337450000,317950000,405500000,348210000,454460000,447250000,131780000,367030000,361520000,413790000,221230000,377930000
Q96DB2,HDAC11,0,0,0,0,0,15015000,7552600,0,13100000,0,20487000,0,0,0,0,9880600,9508000,0,19338000,15869000,15011000,0,12448000,15920000,0,15645000,0,73822000,7211200,10824000,0,0,0,15165000,0,11824000,0,19345000,59371000,0,22814000,15766000
Q96DB5,RMDN1,846740000,807350000,574390000,530860000,411090000,425440000,364980000,391880000,404200000,498710000,494110000,326750000,310040000,382590000,454510000,405460000,381920000,701620000,663050000,386060000,654270000,900260000,690980000,875600000,872690000,831340000,912410000,761620000,768180000,655980000,734160000,1000800000,790270000,692440000,803030000,684880000,740780000,732500000,936880000,941080000,864950000,946860000
Q96DC7,TMCO6,32520000,16378000,20582000,24222000,125280000,12206000,6337700,6897500,0,13003000,7586100,0,23341000,12400000,83870000,12573000,13028000,29557000,34372000,29769000,29111000,35352000,23683000,37697000,29334000,16752000,49984000,31321000,34367000,31486000,16511000,52443000,55795000,25802000,32826000,48385000,27785000,18483000,24727000,30700000,15479000,41946000
Q96DE0,NUDT16,91849000,35176000,75315000,64488000,43409000,28708000,59253000,40006000,53681000,35998000,23421000,24829000,10573000,45360000,8242400,33707000,14058000,30648000,107580000,45603000,44291000,55914000,33263000,56387000,19788000,36390000,21155000,27751000,13801000,32054000,53914000,28316000,24409000,13524000,38222000,46808000,34156000,53391000,44706000,31833000,27275000,55403000
Q96DE5,ANAPC16,0,9176400,33736000,44420000,65916000,10608000,62579000,11770000,18237000,58479000,39421000,50756000,47720000,41376000,50726000,67183000,60660000,13127000,57845000,74846000,13881000,11334000,70954000,42999000,9218400,22095000,18443000,76842000,11388000,11388000,9077300,39738000,11955000,0,41945000,11614000,8828400,0,0,0,10886000,11065000
Q96DF8,DGCR14,181180000,146610000,171440000,189810000,130780000,172740000,151960000,78960000,99887000,114150000,152360000,101070000,125530000,119290000,140290000,129060000,90035000,161730000,196280000,107330000,249200000,136640000,151270000,158850000,109720000,138620000,144610000,106980000,128830000,126480000,148050000,179600000,193770000,119630000,151890000,199200000,107480000,124380000,230020000,96077000,146570000,150990000
Q96DG6,CMBL,961620000,861710000,789120000,816910000,538550000,622370000,734090000,676790000,555270000,580050000,631200000,551990000,618910000,596700000,590080000,590840000,642700000,801430000,188880000,266050000,403350000,1124300000,1436600000,1001400000,670460000,469400000,294010000,626860000,880620000,348560000,336770000,719180000,438100000,333320000,866700000,1083600000,364730000,1228300000,755300000,802760000,441050000,685440000
Q96DH6,MSI2,2372600000,1771200000,1574700000,1531600000,1934200000,1736600000,1425600000,1754200000,1702900000,1485000000,1834500000,1967200000,1918800000,1956300000,1693000000,1748200000,1612200000,2404300000,1798300000,1787500000,2325000000,1856900000,2268100000,2004100000,2207600000,1997800000,1734800000,2143700000,1708100000,2051800000,1866900000,2574900000,1769400000,1510300000,2242100000,2067200000,2349300000,2935200000,2396500000,3080200000,1701300000,2685200000
Q96DI7,SNRNP40,3587100000,2653800000,3175300000,2557300000,2881600000,3047200000,2625800000,3004600000,2875900000,2550500000,1990700000,2477000000,2516300000,2127700000,2146000000,2348100000,2494600000,3513000000,2802200000,2131200000,3283400000,2918300000,3056900000,2987300000,2819500000,2538100000,2749200000,3431300000,2821500000,3078400000,3200200000,3090900000,2502500000,2239000000,3283800000,3112100000,3339900000,3533100000,3231300000,4177200000,2788500000,4006200000
Q96DM3,C18orf8,1006200000,585610000,315400000,1168400000,395360000,483470000,872170000,544340000,779420000,507240000,289960000,333850000,382610000,406820000,260590000,462830000,289810000,668290000,260480000,187750000,1503800000,1269900000,630960000,1135700000,669720000,1279600000,368230000,1075900000,215380000,288520000,370040000,470670000,485730000,343700000,1106400000,950190000,478800000,1535300000,437300000,521370000,1673500000,480380000
Q96DP5,MTFMT,97758000,84346000,89675000,28350000,69914000,28965000,92790000,61848000,76455000,38556000,125050000,61762000,112980000,83170000,88590000,84619000,101000000,59449000,134120000,55334000,38384000,76618000,129790000,19623000,51058000,26440000,74131000,41100000,33294000,26603000,35334000,119620000,98203000,27313000,103230000,149370000,18833000,83438000,112750000,55236000,18097000,34504000
Q96DR4,STARD4,57489000,29022000,38220000,67473000,31646000,20428000,21862000,38169000,28470000,29008000,36119000,21703000,39789000,42483000,31125000,37234000,39703000,56118000,20173000,46321000,25428000,17028000,0,0,6868500,11383000,15248000,0,0,0,39460000,16055000,14576000,33806000,14098000,28488000,19356000,10735000,29035000,0,12415000,25787000
