Majority protein IDs,Gene names,Intensity 1_10_0_1,Intensity 2_10_0_2,Intensity 3_10_0_3,Intensity 4_10_001_1,Intensity 5_10_001_2,Intensity 6_10_001_3,Intensity 7_10_01_1,Intensity 8_10_01_2,Intensity 9_10_01_3,Intensity 10_10_1_1,Intensity 11_10_1_2,Intensity 12_10_1_3,Intensity 13_10_10_1,Intensity 14_10_10_2,Intensity 15_10_10_3,Intensity 16_10_100_1,Intensity 17_10_100_2,Intensity 18_10_100_3,Intensity 19_10_1000_1,Intensity 20_10_1000_2,Intensity 21_10_1000_3,Intensity 22_24_0_1,Intensity 23_24_0_2,Intensity 24_24_0_3,Intensity 25_24_001_1,Intensity 26_24_001_2,Intensity 27_24_001_3,Intensity 28_24_01_1,Intensity 29_24_01_2,Intensity 30_24_01_3,Intensity 31_24_1_1,Intensity 32_24_1_2,Intensity 33_24_1_3,Intensity 34_24_10_1,Intensity 35_24_10_2,Intensity 36_24_10_3,Intensity 37_24_100_1,Intensity 38_24_100_2,Intensity 39_24_100_3,Intensity 40_24_1000_1,Intensity 41_24_1000_2,Intensity 42_24_1000_3
Q14493,SLBP,344020000,389500000,149480000,139130000,174170000,178410000,164530000,159670000,178250000,125930000,147380000,152040000,112380000,79897000,119440000,131260000,113950000,335260000,276990000,208420000,59536000,0,334000000,217250000,67325000,236110000,13494000,33040000,67834000,25760000,279570000,56617000,46818000,268250000,55452000,69117000,68172000,52266000,86253000,161330000,64005000,186960000
Q14498,RBM39,5529600000,4816800000,3447400000,4400200000,3915900000,3500600000,3518900000,3676600000,3985300000,3972600000,4306800000,3657700000,3562900000,3894900000,3816000000,4005300000,3922300000,5365400000,3557800000,3533900000,3779400000,4543400000,5050200000,4959900000,4293700000,3225100000,4516300000,5425500000,5219700000,3484900000,4165500000,5510500000,3617700000,2640300000,5219200000,5645100000,3564500000,4385900000,4559300000,4499300000,4094900000,4007800000
Q14511,NEDD9,87173000,68814000,25625000,98863000,70613000,101690000,97848000,102710000,85921000,92844000,72112000,73362000,73866000,45830000,60866000,80829000,72714000,85115000,127730000,160420000,61141000,168560000,152700000,154720000,130840000,169940000,202080000,236480000,120080000,105620000,77854000,192070000,165760000,25476000,112020000,182430000,149380000,194470000,156560000,327060000,254440000,227400000
Q14517,FAT1,1162000000,873950000,821810000,822680000,472090000,683530000,701680000,616710000,651840000,560830000,646890000,558580000,534740000,528450000,605480000,594320000,644710000,1208900000,936460000,621960000,1292000000,1066000000,899270000,923740000,899400000,880230000,879250000,829060000,746670000,841850000,670540000,1284600000,1167300000,643090000,1197700000,1248400000,677080000,973270000,1126100000,909950000,707170000,713520000
Q14527,HLTF,636000000,338550000,338150000,352360000,324230000,344470000,325570000,294600000,306120000,170170000,194750000,288040000,259180000,201650000,249860000,232550000,254250000,464540000,495200000,440680000,480270000,254270000,206160000,202670000,264460000,249450000,284740000,151880000,213510000,192100000,230190000,318480000,251390000,113980000,140830000,306820000,248070000,305460000,368760000,369280000,375510000,332680000
Q14534,SQLE,1033400000,853710000,888670000,794830000,832790000,814260000,817340000,834000000,764810000,756580000,635790000,769670000,791290000,769440000,827470000,760520000,847510000,1372800000,819620000,1091500000,1120000000,883380000,888440000,790900000,971330000,640290000,721020000,793300000,896840000,962180000,798710000,1075500000,1171400000,588660000,942140000,942270000,929120000,1184200000,985950000,839860000,561040000,767390000
Q14554,PDIA5,4810300000,3454800000,3335500000,3004000000,2982100000,3167900000,3147600000,3187900000,3110900000,2943700000,2350500000,2718900000,2459900000,2558600000,2639600000,2746500000,2756200000,4393200000,4014800000,3468800000,4593700000,4085600000,3552200000,4084800000,3401900000,3249200000,2965500000,3065700000,3303100000,3499300000,3032200000,3703100000,4077200000,2247400000,3986600000,4208600000,3591900000,3580900000,3529000000,4813300000,4325700000,3583500000
Q14558,PRPSAP1,1891800000,1529400000,1425800000,1396800000,1468500000,1212700000,1184000000,1507100000,1239600000,1173500000,1274700000,1109600000,1139100000,1106100000,1064700000,1057800000,1158300000,1624500000,1359400000,1593900000,1782000000,1282500000,1469400000,1412900000,1390300000,1435600000,1365500000,1414300000,1469000000,1132800000,1207500000,1508600000,1621100000,708470000,1584500000,1682400000,1519800000,1537700000,1692500000,1545100000,1591800000,1778000000
Q14562,DHX8,1043300000,821150000,843210000,719650000,641990000,691650000,537590000,697000000,745410000,616100000,639590000,628620000,764450000,575640000,685590000,643320000,674420000,1090400000,965030000,914790000,914980000,858420000,1133900000,815770000,863210000,878550000,917200000,893220000,771650000,779960000,735000000,1090000000,943330000,602870000,1005200000,1059500000,712360000,838400000,971060000,746380000,621800000,873070000
Q14566,MCM6,4140400000,3634700000,2987300000,3545600000,2904000000,3438000000,3351400000,3075300000,3031300000,3079700000,2818100000,2497300000,2497000000,2425600000,2129800000,2577700000,2660600000,4291900000,4307900000,3071100000,4259600000,3331800000,3747700000,3391400000,3494500000,2435500000,3247300000,3627100000,3337400000,2665800000,2958500000,4332900000,3584200000,2150700000,3248700000,3393900000,3162400000,3906700000,3825800000,3608100000,3219400000,3284400000
Q14571,ITPR2,2114200000,1471700000,1246600000,1381300000,1006800000,1132100000,1031800000,821580000,1030500000,1142000000,878990000,854510000,859380000,923670000,921770000,918900000,893670000,2019000000,1455600000,967660000,1560900000,1764200000,2042100000,1668600000,1975100000,1024200000,1092700000,1283800000,1491300000,1504500000,1098900000,1568900000,1612300000,1201500000,1653800000,1681100000,1741100000,1859800000,1662900000,2257800000,1610900000,1929400000
Q14573,ITPR3,4801200000,3907900000,4213900000,4135900000,3664400000,3909300000,3457000000,4039900000,3866600000,3255500000,3695800000,2736800000,3216700000,2893800000,3235600000,2913300000,3268700000,4816300000,4165600000,3412000000,5038100000,5716100000,6138300000,5601400000,5490100000,6277600000,6304900000,5226900000,5111000000,4561400000,4135300000,7474100000,6511600000,3115000000,6173500000,5951000000,5870100000,6699500000,7406800000,6692200000,5419400000,6987600000
Q14592,ZNF460,20100000,16716000,12822000,12455000,9761500,8802500,0,0,0,13209000,13599000,9960300,0,6471100,10179000,5391100,0,15731000,23557000,2840400,0,0,23544000,42394000,18396000,20268000,0,26187000,40198000,20667000,28019000,26473000,18572000,16649000,18253000,15051000,38703000,31878000,5447400,22506000,14934000,16832000
Q14596,NBR1,86122000,54019000,44104000,41362000,68262000,56555000,85578000,74223000,18079000,66327000,46497000,73056000,31589000,52672000,53192000,53748000,41735000,91408000,94064000,48034000,82884000,180230000,180870000,199110000,127980000,106670000,204120000,217010000,146130000,108890000,128480000,162850000,172150000,79059000,238670000,204730000,147450000,216210000,229260000,223710000,218180000,189840000
Q14642,INPP5A,80027000,21743000,33290000,22299000,0,20668000,4187100,71811000,15916000,87767000,83207000,7705800,12397000,24731000,23197000,20487000,55828000,39389000,27162000,27270000,73222000,81198000,51369000,85919000,59560000,28420000,67073000,79548000,18033000,66880000,39736000,147280000,3827200,28164000,100420000,90906000,49230000,72897000,72139000,46645000,131300000,80978000
Q14643,ITPR1,248520000,241510000,161680000,157060000,196930000,145060000,143380000,172570000,149920000,150780000,136330000,133060000,142290000,157090000,144810000,85172000,146620000,211950000,207160000,114190000,126380000,126680000,226570000,155990000,177120000,153860000,175680000,135380000,121140000,132680000,119250000,229310000,236450000,59251000,262730000,226620000,167240000,158870000,206850000,206920000,213940000,242300000
Q14651,PLS1,1888100000,1505800000,1132000000,872390000,713310000,969390000,873550000,595610000,824240000,976940000,1031500000,782440000,886260000,836110000,898650000,809550000,715840000,1535100000,1481100000,1265300000,1595300000,1440600000,1448800000,1645600000,1382400000,1284600000,1492000000,1393900000,1498700000,1003500000,1120400000,1466700000,1196700000,1189600000,1418300000,1503000000,1138900000,741500000,797580000,1291900000,1163900000,1004700000
Q14653,IRF3,1205800000,830620000,571270000,544580000,650960000,672670000,667200000,730960000,575030000,482960000,614110000,630380000,654290000,532630000,498080000,623810000,602810000,1552400000,882780000,303070000,1369700000,1200400000,1061000000,1365000000,1437100000,730590000,699560000,1137400000,751900000,1057100000,1111400000,1071900000,959140000,570150000,1059500000,1091800000,1294800000,1808100000,1244400000,1524000000,1166700000,1341100000
Q14657,LAGE3,131640000,146940000,123630000,118440000,148520000,135210000,132290000,151220000,114880000,95175000,95495000,107340000,113170000,78533000,90230000,89918000,73171000,126150000,91626000,29236000,181090000,105520000,149120000,139950000,153190000,169470000,163240000,171440000,59361000,113440000,101740000,211780000,272430000,156010000,160700000,200380000,221220000,205130000,274370000,262090000,175540000,187640000
Q14667,KIAA0100,257690000,277100000,158830000,192490000,134960000,166890000,171120000,117370000,153860000,138860000,145790000,154670000,110540000,105320000,145870000,135430000,176180000,271380000,274550000,241120000,417310000,294840000,264040000,243140000,246150000,104680000,577570000,244410000,275440000,256240000,422060000,112940000,128470000,235580000,322290000,283540000,111570000,106220000,109280000,151780000,402390000,178970000
Q14669,TRIP12,2500600000,2037800000,1903000000,1861700000,1759800000,1601300000,1590900000,1683500000,1727300000,1638700000,1444800000,1269100000,1254600000,1128100000,1356700000,1364100000,1343300000,2313800000,1788900000,1415300000,1852000000,2160300000,2347200000,2577400000,2342000000,1682100000,1862300000,2170000000,2003900000,1548200000,1413400000,2884700000,2351400000,1564100000,2294600000,2404400000,2035000000,2106900000,2599400000,2191800000,2348000000,2490800000
Q14671,PUM1,1138000000,1034100000,940070000,896350000,769640000,890820000,826010000,799770000,797530000,714100000,712220000,708660000,668050000,629480000,657610000,690350000,722280000,941680000,1028900000,671160000,1087200000,787990000,1062100000,1412000000,1003900000,841210000,803120000,864680000,884920000,533850000,688410000,875380000,1010900000,520290000,770590000,841990000,828720000,986270000,1083500000,1117600000,1041000000,957530000
Q14674,ESPL1,75841000,45466000,58329000,10303000,7767600,7620500,29570000,37968000,4900900,46322000,51091000,21919000,7738200,12658000,0,8721900,33867000,42100000,15856000,29599000,8702200,42843000,42712000,0,9228500,16597000,46091000,26378000,30600000,8914800,25443000,48258000,17840000,23151000,43001000,18753000,23741000,9176600,23657000,9563200,4843900,0
Q14676,MDC1,1467700000,1265100000,1405500000,1435100000,1197200000,1305400000,1329000000,1217300000,1143600000,1159600000,1209300000,1107200000,1225800000,1104500000,1215300000,1073800000,1138700000,1553300000,1427000000,1308700000,1576300000,1123900000,1054700000,1007400000,880000000,875320000,851980000,919700000,948140000,898850000,770660000,1092600000,863400000,621360000,1085800000,1094300000,817630000,1099600000,1127200000,1111500000,949690000,783520000
Q14677,CLINT1,3543200000,3420100000,2850500000,2951900000,2435700000,2597000000,2914400000,2478200000,2259200000,2520600000,2517600000,2162100000,2560100000,1891500000,2476800000,2230700000,2415200000,2916600000,2524400000,1556100000,3931900000,2731400000,5081000000,3784700000,3413400000,2777600000,2582900000,2166700000,3906200000,1963600000,1546900000,3070300000,2550500000,2343300000,3042600000,3701800000,2030000000,2918300000,3163400000,2346800000,3414500000,2788100000
Q14678,KANK1,623440000,606400000,547500000,546140000,659950000,680760000,623040000,719920000,599970000,397070000,378910000,569620000,396840000,350590000,484230000,464280000,467150000,748470000,583600000,632680000,822200000,580900000,535290000,582630000,566010000,601540000,432770000,447410000,604960000,489020000,489090000,553750000,527710000,359540000,559700000,581870000,545370000,830760000,726550000,875040000,992490000,697860000
Q14679,TTLL4,58108000,49519000,25197000,20721000,15611000,6778500,34659000,21740000,11884000,24485000,16955000,39242000,28110000,17278000,25829000,21579000,25438000,28794000,77199000,26451000,44314000,39739000,27164000,25313000,14098000,34641000,21754000,18927000,0,30094000,28488000,36718000,5819300,18076000,15454000,41549000,50817000,23289000,31362000,31675000,9918500,23904000
Q14680,MELK,391690000,323340000,265430000,249320000,50847000,43822000,172530000,47493000,35292000,28684000,67005000,31422000,183170000,197670000,170150000,136290000,132240000,489140000,301310000,327030000,380010000,328670000,302690000,321070000,411440000,475710000,348720000,27405000,367730000,302470000,0,379950000,404900000,0,268450000,378890000,348660000,110970000,53347000,76601000,318640000,327890000
Q14683,SMC1A,4898400000,3626300000,4027000000,3214600000,3170000000,2939300000,3154800000,3064000000,3146800000,2922200000,3400200000,2926500000,2779100000,2225800000,2894500000,2435800000,2711500000,3721000000,3042000000,1983100000,3805500000,3415100000,3563300000,3244000000,3657600000,3359700000,3194500000,3525600000,2939500000,3349000000,3328000000,4389200000,2938300000,4437500000,3955800000,4073200000,2563700000,3327600000,3463100000,3145900000,3456100000,6171200000
Q14684,RRP1B,2610000000,2373800000,1973900000,1983900000,1682800000,1740300000,1522600000,1638200000,1417300000,1608200000,1453700000,1511100000,1227700000,1180800000,1432100000,1388300000,1351200000,2701000000,2772200000,896890000,3158400000,2349300000,2596700000,2542200000,2371600000,1792900000,2582800000,2287800000,2682600000,2378300000,2322000000,3241800000,3028500000,1705000000,2546100000,2853500000,2002200000,2605800000,2664800000,2809100000,2304700000,2599800000
Q14686,NCOA6,79632000,62412000,56943000,40875000,39537000,54206000,37755000,51673000,45058000,31386000,10695000,27168000,22763000,7364700,19980000,21418000,14011000,44983000,52078000,56271000,35882000,51759000,20676000,22298000,86016000,51864000,57817000,29304000,49634000,27224000,20732000,70154000,49916000,23109000,114770000,82672000,23139000,105280000,56106000,70590000,75004000,53360000
Q14687,GSE1,264640000,282550000,318830000,259480000,233670000,211200000,227890000,231740000,208060000,191970000,233970000,223730000,215800000,149160000,221290000,202260000,222900000,353090000,219190000,252310000,351420000,288170000,405180000,323930000,283580000,596750000,351640000,345760000,415630000,268680000,235100000,278130000,332000000,214450000,234770000,390710000,240930000,295670000,296350000,271510000,284300000,303120000
Q14689,DIP2A,347480000,231460000,393860000,463570000,905640000,545620000,503560000,841350000,678250000,553790000,589180000,542270000,646150000,572910000,398270000,429290000,580370000,239800000,249020000,138840000,229460000,413480000,270970000,193650000,202850000,139980000,146660000,137490000,285600000,308070000,255830000,164260000,204170000,341920000,363450000,253860000,145430000,160550000,189620000,154020000,210550000,111470000
Q14690,PDCD11,9222000000,7733100000,7835600000,7150000000,6312900000,6701800000,7022400000,6812800000,6693800000,5986100000,5872900000,6318200000,5421600000,5416400000,6024100000,6028000000,5617500000,9744100000,7479700000,6021500000,9716300000,8806800000,8139300000,8527400000,8484500000,7441500000,7396200000,8297200000,7865100000,6926700000,6388800000,8928000000,7130700000,5424800000,8870600000,8978900000,7938600000,8754500000,8532600000,8116600000,7659900000,8469900000
Q14691,GINS1,115060000,106960000,95048000,101870000,70354000,56388000,46138000,75956000,37474000,34286000,68197000,38243000,64750000,62046000,26360000,63599000,58826000,75001000,44687000,37769000,81519000,101000000,18318000,70846000,33658000,40779000,35364000,48721000,26244000,26883000,25681000,67226000,26641000,32289000,49621000,47108000,28120000,86239000,56725000,67587000,69047000,81296000
Q14692,BMS1,3266300000,3017500000,2629200000,2363200000,2382500000,2150900000,2143700000,2450900000,2288100000,2048100000,2091100000,2051600000,2005300000,1649300000,2057100000,1946000000,1933900000,3014300000,2861600000,1602100000,2539400000,2509900000,2205200000,2707400000,2672900000,1915000000,1890600000,2882800000,2491400000,2521100000,2241300000,3067000000,2901400000,1770000000,2464900000,2391300000,1876500000,2540900000,2317800000,2761500000,3182500000,3013300000
Q14694,USP10,2634600000,2347900000,1890800000,1921800000,1519100000,1694100000,1621600000,1766100000,1758300000,1649700000,1819100000,1697900000,1622800000,1708900000,1653500000,1671900000,1620500000,2489000000,2708200000,2043900000,2745100000,2606600000,2780200000,2532000000,2445500000,2487300000,2241800000,2623500000,2514000000,2190100000,2215400000,3361800000,2862800000,2307200000,2700000000,2935600000,2588000000,2811700000,2732200000,2590700000,2265900000,2704900000
Q14696,MESDC2,3427100000,3087900000,2966900000,1854500000,1871700000,2346500000,1647600000,1939100000,2005400000,2201600000,2046400000,1647300000,1997000000,2009300000,1662700000,1717300000,2330200000,3206200000,2911900000,1889000000,2043300000,3807500000,3186400000,3658400000,2412900000,3042800000,3457400000,3869400000,2619200000,2777600000,2365800000,3781700000,3184700000,1677000000,3374800000,2930700000,3215100000,3021000000,3443500000,4493100000,2205000000,3396400000
Q14697,GANAB,23988000000,18835000000,21400000000,17991000000,17216000000,18617000000,16842000000,19247000000,16362000000,16665000000,14086000000,16877000000,14915000000,14247000000,15360000000,14428000000,15771000000,23453000000,18986000000,15848000000,23145000000,22361000000,20531000000,19584000000,18417000000,17251000000,18173000000,21336000000,20397000000,19129000000,16336000000,24250000000,20390000000,12353000000,21869000000,23308000000,21182000000,23367000000,27233000000,25300000000,22661000000,25207000000
Q14703,MBTPS1,89362000,98387000,26662000,16196000,7953100,8636900,55428000,5992900,11356000,7505400,3096400,5529500,4855900,4312000,5707300,5283300,17762000,59181000,96345000,0,10095000,5324400,0,12328000,18194000,7898100,93125000,0,0,63156000,81764000,102730000,24350000,61235000,1811800,0,14937000,26151000,49263000,17516000,115580000,10159000
Q14728,MFSD10,208340000,21127000,35190000,29092000,25747000,25040000,43189000,10031000,9822100,31094000,50049000,23821000,46920000,21223000,46560000,53878000,48527000,88101000,11291000,777470,42414000,112210000,115810000,96428000,72954000,10287000,19022000,56088000,14595000,8412100,13223000,15054000,6352800,10191000,13778000,125510000,52068000,81528000,21108000,8916500,0,2601900
Q14738,PPP2R5D,2549300000,1866300000,1849200000,1640000000,1507500000,1310400000,1266800000,1455900000,1536300000,1392800000,1392700000,1344900000,1388100000,1280400000,1309000000,1291700000,1282000000,2910100000,2714300000,1567800000,2732800000,2099600000,2687900000,2543900000,2443200000,2367100000,2089100000,2169600000,2157800000,1969000000,1526300000,2646100000,2766300000,1916000000,4549900000,2582800000,2166600000,2689000000,2981700000,3052000000,1810300000,2188600000
Q14739,LBR,723790000,927520000,498350000,257300000,838820000,807980000,747490000,782940000,764740000,527570000,548350000,703360000,282880000,527030000,633880000,599020000,470430000,302930000,283510000,309830000,715590000,768940000,698640000,362760000,527580000,1217700000,1090600000,546040000,1103300000,421610000,1071500000,611650000,1037100000,260160000,1101300000,407250000,405340000,1116200000,967140000,995030000,992790000,464720000
Q14746,COG2,702450000,600580000,581550000,631840000,347940000,386470000,379110000,381160000,439480000,472150000,425810000,382250000,411630000,436950000,394990000,340870000,477630000,923710000,768340000,670730000,723610000,744820000,745740000,714240000,656650000,774010000,758270000,837090000,827380000,675060000,497400000,842560000,755460000,484950000,734590000,891010000,754660000,832500000,761790000,958020000,687330000,1020300000
Q14764,MVP,4348500000,3566800000,3923800000,3490700000,3191800000,3512700000,3352800000,3093700000,2992700000,3372900000,2851600000,2721600000,2886000000,2654300000,2852100000,2971900000,3128800000,4289300000,4112900000,3037200000,4429300000,10996000000,10233000000,9990600000,9988700000,9322300000,9106900000,10181000000,8820600000,8439500000,7545200000,10991000000,10329000000,6837800000,11195000000,11896000000,8127400000,9920900000,10256000000,7076700000,6835700000,7877000000
Q14781,CBX2,83606000,71702000,78929000,65908000,34330000,48438000,54897000,47870000,39152000,64168000,48179000,47287000,49575000,74213000,52822000,47475000,44751000,55349000,59402000,19213000,43961000,52230000,46797000,54067000,37581000,16362000,13920000,19482000,49621000,57374000,40984000,42992000,28887000,22367000,24497000,48074000,31845000,67444000,27100000,44949000,29200000,37370000
Q14789,GOLGB1,4412500000,3820800000,3182800000,3538800000,2715900000,3218100000,3034300000,3042100000,2885500000,2642100000,2554000000,2744700000,2449700000,2644300000,2320000000,2420000000,2761300000,4281100000,3777400000,3978800000,4304100000,4199600000,4216600000,3400300000,3135000000,3487300000,3953300000,4101100000,3166500000,2697500000,2349500000,3253900000,3296100000,2633400000,4025900000,3668500000,2853000000,3476100000,3868100000,3787500000,3655300000,4356700000
Q14790,CASP8,953780000,821340000,661890000,560210000,683080000,672920000,530240000,746060000,619260000,469510000,551200000,542090000,453050000,477980000,522650000,566330000,529880000,699280000,806340000,843250000,729440000,1036400000,884090000,893040000,960410000,893710000,1077300000,1004500000,812860000,719150000,565160000,1309600000,1130200000,305130000,1102500000,1216400000,832070000,1109700000,927470000,714000000,1037900000,919560000
Q147X3,NAA30,295790000,227710000,194780000,159230000,239510000,190080000,166950000,236330000,167730000,151610000,119170000,188400000,166990000,115810000,186160000,170590000,173210000,193180000,238620000,243620000,149420000,198520000,191760000,237100000,183380000,216630000,230830000,210620000,243810000,169860000,158670000,224940000,213170000,158540000,171880000,205000000,192870000,186620000,285230000,329100000,131960000,283610000
Q14802,FXYD3,103190000,104660000,41516000,0,36923000,12960000,30066000,28197000,8532300,0,53907000,39794000,0,42134000,22168000,3728500,12027000,40392000,0,0,34809000,0,0,11658000,0,47574000,17632000,0,0,0,0,28217000,0,11949000,0,0,24373000,69073000,52746000,123300000,113230000,55031000
Q14807,KIF22,1150800000,1040200000,831620000,916160000,832840000,783740000,782990000,748310000,810600000,985850000,769050000,736700000,874070000,741560000,932830000,773710000,746830000,1096400000,834910000,544500000,1094100000,848120000,863330000,840120000,723610000,582770000,747770000,714910000,815410000,764120000,581360000,823740000,777200000,518650000,774410000,674150000,587340000,834580000,845200000,496270000,563580000,571490000
Q14814,MEF2D,21815000,22493000,5320400,14998000,13217000,17255000,11581000,4017500,17720000,13349000,14181000,6894600,6604400,12410000,14782000,9242100,12794000,28795000,13685000,0,23358000,35644000,23943000,19699000,34063000,17897000,20634000,20528000,58587000,12966000,11261000,23269000,29443000,37302000,53361000,58524000,23277000,35346000,26105000,98897000,70541000,91726000
Q14839,CHD4,5613900000,4517000000,4765800000,4218900000,3730500000,4574000000,3846700000,4107000000,4078800000,3141500000,2868500000,3726500000,2770100000,2767100000,3169700000,3072200000,2959200000,5850100000,4230000000,2969800000,6223400000,5422100000,5015000000,4905500000,4851900000,4585100000,4386400000,5095100000,4212600000,4030000000,2939100000,5067300000,5156200000,2838400000,5785400000,4892400000,3861400000,5498300000,5225100000,4784500000,4691800000,5536600000
Q14847,LASP1,4845800000,4571400000,3203800000,2867800000,2286000000,1849100000,1955300000,2070000000,2261200000,2983700000,2906600000,2551100000,3071100000,2152100000,2731500000,2933300000,2653800000,3440200000,4290200000,2686800000,3898700000,4155900000,5482400000,4798900000,4195000000,3744900000,4921900000,4796400000,4451100000,3530900000,3585700000,4432100000,4736700000,3873900000,4159300000,4773300000,3942600000,3881600000,4861300000,4301300000,3854800000,4574300000
Q14849,STARD3,59450000,15003000,2828200,3413100,16846000,2834400,5255300,3033900,2768100,2433500,16741000,3525100,11441000,1292300,2837100,12580000,10850000,57743000,11615000,0,55033000,103750000,1209000000,91700000,91108000,4968500,7177200,78198000,65054000,30252000,13299000,77665000,78399000,4811000,1366200000,104100000,72814000,5012300,62063000,42703000,63781000,83159000
Q14865,ARID5B,4766200,32561000,0,6576200,0,0,4195900,6472600,0,3617900,0,5600100,0,0,4439900,5290100,0,19379000,25890000,23798000,10432000,147860000,6338900,6035500,0,5985200,19435000,0,17582000,24921000,61356000,6315500,17226000,0,8090400,0,7655900,26471000,0,79778000,29147000,47623000
Q14919,DRAP1,120780000,46968000,59714000,34715000,44065000,46595000,36414000,58066000,50268000,10719000,45980000,48431000,36264000,22755000,70410000,47517000,36749000,28010000,44512000,23239000,43985000,78461000,65613000,69385000,43732000,41275000,42871000,36017000,76221000,98781000,24041000,61926000,82918000,41303000,52789000,72786000,17068000,34482000,29305000,29566000,14054000,22150000
Q14938,NFIX,28584000,28562000,13929000,27037000,17276000,29217000,11989000,16277000,14586000,20533000,26349000,21105000,11708000,17711000,8656900,16218000,21969000,23475000,10866000,0,40166000,43003000,36346000,30999000,32230000,35711000,0,36718000,6884200,6366000,2810800,5216900,0,14670000,35600000,35888000,0,46486000,0,24653000,49083000,43892000
Q14966,ZNF638,1533500000,1403700000,966350000,1414500000,843680000,1004500000,1145000000,1148000000,995540000,1189400000,1164900000,826380000,1124500000,1127100000,879080000,1037800000,1149900000,1722500000,872870000,1227200000,1285400000,2385900000,2115800000,2227500000,2626900000,2417500000,2333700000,2237900000,2729700000,1724300000,1170800000,1420300000,1296000000,1675600000,3066500000,2961000000,903860000,1710000000,1243600000,1357600000,2322700000,2182200000
Q14974,KPNB1,23746000000,21017000000,19629000000,16463000000,18075000000,17485000000,16253000000,17439000000,16081000000,15731000000,15715000000,14411000000,14483000000,13330000000,15174000000,14448000000,13577000000,23410000000,18071000000,24208000000,24778000000,19853000000,21042000000,21792000000,20677000000,22314000000,19203000000,22930000000,21488000000,17438000000,16133000000,22146000000,21513000000,14204000000,22965000000,26701000000,21678000000,26667000000,25289000000,21776000000,21202000000,24868000000
Q14978,NOLC1,2861400000,1996900000,1061400000,1071400000,1533300000,1535800000,2170500000,1361400000,1149200000,924460000,513470000,1516200000,1149900000,880630000,1001900000,1160800000,1046800000,1214200000,1492900000,86704000,2169600000,2155000000,966200000,1684200000,1381400000,1338500000,1153100000,2044400000,1313800000,1169500000,1401700000,1459200000,1580600000,849410000,1532700000,1486800000,1476700000,1159900000,1605500000,1481700000,2379300000,1205100000
Q14980,NUMA1,8227800000,6192600000,6061000000,6055800000,5529100000,5945300000,5236400000,5760900000,5401800000,5310400000,4535500000,4479900000,4029100000,4067800000,4166500000,4356800000,4055100000,7681300000,6643800000,3560300000,7750800000,7967300000,7553100000,7567100000,7014900000,4668900000,4310100000,5363700000,6383900000,5651900000,5231800000,6413900000,6883600000,4926500000,6898300000,7311800000,5733500000,7968400000,6607300000,7627300000,7290400000,7730000000
Q14997,PSME4,1915000000,2191400000,2411600000,1968700000,4690100000,2847000000,1994800000,2605700000,2678600000,1452300000,1102500000,2125900000,1504400000,1210700000,1646200000,1610600000,1456900000,2829100000,2651400000,1707900000,2942500000,2475800000,2449700000,1805900000,2370900000,2158800000,2797900000,2401300000,1408300000,3243700000,2037200000,1748500000,2419500000,1506800000,2197200000,2136800000,2468200000,3397000000,3001600000,3022400000,2631600000,3705800000
Q14999,CUL7,819550000,563420000,601260000,574450000,649540000,657720000,535920000,650280000,541510000,470520000,403700000,489960000,389660000,380090000,458060000,482120000,475450000,541500000,438020000,360730000,937130000,444010000,523530000,351890000,367800000,570550000,456740000,562990000,379100000,295380000,267420000,473740000,659380000,285810000,626730000,815900000,368760000,649710000,662180000,413010000,484210000,530990000
Q149N8,SHPRH,570060000,54040000,120720000,166470000,38767000,43300000,33777000,28599000,40915000,21537000,16450000,25681000,11712000,16116000,17453000,36543000,4873800,507770000,59273000,21644000,521290000,597820000,610330000,658860000,670260000,190280000,599910000,655010000,173460000,274410000,281110000,525620000,64967000,11332000,410010000,615930000,379630000,393820000,86995000,287760000,37687000,434110000
Q14BN4,SLMAP,229790000,249160000,274340000,223000000,167920000,213190000,275150000,165390000,229290000,193620000,178640000,190240000,167870000,158100000,216000000,174020000,163700000,234620000,302510000,146030000,206560000,371630000,249720000,326940000,269630000,202810000,237260000,191960000,257210000,353960000,142330000,336400000,210600000,317340000,465660000,429420000,191310000,286320000,225440000,293480000,391610000,461830000
Q14C86,GAPVD1,1721700000,1316600000,2382900000,1541800000,1323400000,1134600000,3231300000,1247500000,1180400000,782420000,780020000,2723000000,1206100000,682220000,1346300000,1166700000,949840000,1674800000,1385600000,686440000,1237200000,1382600000,1404000000,1481600000,1099500000,2467300000,784180000,1577400000,1259800000,737440000,987560000,1452700000,1359500000,656880000,1681500000,1376300000,1870200000,1318900000,1561400000,1238200000,1030500000,1769300000
Q14CW9,ATXN7L3,68383000,65926000,66471000,40266000,62218000,76346000,58646000,88609000,54970000,50780000,25196000,39034000,26543000,14068000,29327000,22398000,40358000,208030000,76388000,77897000,58228000,25588000,54042000,37710000,38690000,42165000,19867000,48779000,39664000,21396000,28548000,71752000,42734000,83353000,56206000,44204000,47706000,30202000,43140000,42576000,26458000,23894000
